id,question_type,layer,stage,similarity,layer_divergence
2,cross_domain_mapping,19,brainstorm,0.931798,0.030159
2,cross_domain_mapping,19,graph,0.643352,0.030159
2,cross_domain_mapping,19,patterns,0.645419,0.030159
2,cross_domain_mapping,19,synthesis,0.835119,0.030159
2,cross_domain_mapping,19,answer,0.917016,0.030159
2,cross_domain_mapping,20,brainstorm,0.932295,0.040373
2,cross_domain_mapping,20,graph,0.644221,0.040373
2,cross_domain_mapping,20,patterns,0.646135,0.040373
2,cross_domain_mapping,20,synthesis,0.835822,0.040373
2,cross_domain_mapping,20,answer,0.917768,0.040373
2,cross_domain_mapping,21,brainstorm,0.932084,0.036015
2,cross_domain_mapping,21,graph,0.643851,0.036015
2,cross_domain_mapping,21,patterns,0.64583,0.036015
2,cross_domain_mapping,21,synthesis,0.835523,0.036015
2,cross_domain_mapping,21,answer,0.917448,0.036015
2,cross_domain_mapping,22,brainstorm,0.932167,0.037728
2,cross_domain_mapping,22,graph,0.643997,0.037728
2,cross_domain_mapping,22,patterns,0.64595,0.037728
2,cross_domain_mapping,22,synthesis,0.835641,0.037728
2,cross_domain_mapping,22,answer,0.917574,0.037728
2,cross_domain_mapping,23,brainstorm,0.932952,0.054224
2,cross_domain_mapping,23,graph,0.645388,0.054224
2,cross_domain_mapping,23,patterns,0.647095,0.054224
2,cross_domain_mapping,23,synthesis,0.836761,0.054224
2,cross_domain_mapping,23,answer,0.91877,0.054224
2,cross_domain_mapping,24,brainstorm,0.932589,0.046518
2,cross_domain_mapping,24,graph,0.64474,0.046518
2,cross_domain_mapping,24,patterns,0.646563,0.046518
2,cross_domain_mapping,24,synthesis,0.836241,0.046518
2,cross_domain_mapping,24,answer,0.918215,0.046518
2,cross_domain_mapping,25,brainstorm,0.932527,0.045214
2,cross_domain_mapping,25,graph,0.64463,0.045214
2,cross_domain_mapping,25,patterns,0.646472,0.045214
2,cross_domain_mapping,25,synthesis,0.836152,0.045214
2,cross_domain_mapping,25,answer,0.91812,0.045214
2,cross_domain_mapping,26,brainstorm,0.9324,0.042562
2,cross_domain_mapping,26,graph,0.644406,0.042562
2,cross_domain_mapping,26,patterns,0.646288,0.042562
2,cross_domain_mapping,26,synthesis,0.835972,0.042562
2,cross_domain_mapping,26,answer,0.917927,0.042562
2,cross_domain_mapping,27,brainstorm,0.932292,0.040317
2,cross_domain_mapping,27,graph,0.644216,0.040317
2,cross_domain_mapping,27,patterns,0.646131,0.040317
2,cross_domain_mapping,27,synthesis,0.835819,0.040317
2,cross_domain_mapping,27,answer,0.917763,0.040317
2,cross_domain_mapping,28,brainstorm,0.932334,0.041188
2,cross_domain_mapping,28,graph,0.64429,0.041188
2,cross_domain_mapping,28,patterns,0.646192,0.041188
2,cross_domain_mapping,28,synthesis,0.835878,0.041188
2,cross_domain_mapping,28,answer,0.917827,0.041188
2,cross_domain_mapping,29,brainstorm,0.932107,0.036479
2,cross_domain_mapping,29,graph,0.643891,0.036479
2,cross_domain_mapping,29,patterns,0.645863,0.036479
2,cross_domain_mapping,29,synthesis,0.835555,0.036479
2,cross_domain_mapping,29,answer,0.917482,0.036479
2,cross_domain_mapping,30,brainstorm,0.931742,0.029018
2,cross_domain_mapping,30,graph,0.643255,0.029018
2,cross_domain_mapping,30,patterns,0.645338,0.029018
2,cross_domain_mapping,30,synthesis,0.83504,0.029018
2,cross_domain_mapping,30,answer,0.916931,0.029018
2,cross_domain_mapping,31,brainstorm,0.931936,0.03297
2,cross_domain_mapping,31,graph,0.643592,0.03297
2,cross_domain_mapping,31,patterns,0.645617,0.03297
2,cross_domain_mapping,31,synthesis,0.835313,0.03297
2,cross_domain_mapping,31,answer,0.917224,0.03297
2,cross_domain_mapping,32,brainstorm,0.931642,0.027
2,cross_domain_mapping,32,graph,0.643082,0.027
2,cross_domain_mapping,32,patterns,0.645196,0.027
2,cross_domain_mapping,32,synthesis,0.8349,0.027
2,cross_domain_mapping,32,answer,0.916781,0.027
2,cross_domain_mapping,33,brainstorm,0.931717,0.02851
2,cross_domain_mapping,33,graph,0.643211,0.02851
2,cross_domain_mapping,33,patterns,0.645302,0.02851
2,cross_domain_mapping,33,synthesis,0.835004,0.02851
2,cross_domain_mapping,33,answer,0.916893,0.02851
2,cross_domain_mapping,34,brainstorm,0.931355,0.021237
2,cross_domain_mapping,34,graph,0.642588,0.021237
2,cross_domain_mapping,34,patterns,0.644787,0.021237
2,cross_domain_mapping,34,synthesis,0.834497,0.021237
2,cross_domain_mapping,34,answer,0.916351,0.021237
2,cross_domain_mapping,35,brainstorm,0.930912,0.01249
2,cross_domain_mapping,35,graph,0.641834,0.01249
2,cross_domain_mapping,35,patterns,0.644163,0.01249
2,cross_domain_mapping,35,synthesis,0.83388,0.01249
2,cross_domain_mapping,35,answer,0.915691,0.01249
2,cross_domain_mapping,36,brainstorm,0.940796,0.281797
2,cross_domain_mapping,36,graph,0.662635,0.281797
2,cross_domain_mapping,36,patterns,0.660907,0.281797
2,cross_domain_mapping,36,synthesis,0.849599,0.281797
2,cross_domain_mapping,36,answer,0.9324,0.281797
3,causal_multiscale_reasoning,0,brainstorm,0.897232,0.115435
3,causal_multiscale_reasoning,0,graph,0.775751,0.115435
3,causal_multiscale_reasoning,0,patterns,0.799035,0.115435
3,causal_multiscale_reasoning,0,synthesis,0.848883,0.115435
3,causal_multiscale_reasoning,0,answer,0.924924,0.115435
3,causal_multiscale_reasoning,1,brainstorm,0.889466,0.008173
3,causal_multiscale_reasoning,1,graph,0.771333,0.008173
3,causal_multiscale_reasoning,1,patterns,0.796763,0.008173
3,causal_multiscale_reasoning,1,synthesis,0.837087,0.008173
3,causal_multiscale_reasoning,1,answer,0.913174,0.008173
3,causal_multiscale_reasoning,2,brainstorm,0.889532,0.008995
3,causal_multiscale_reasoning,2,graph,0.771373,0.008995
3,causal_multiscale_reasoning,2,patterns,0.796787,0.008995
3,causal_multiscale_reasoning,2,synthesis,0.837184,0.008995
3,causal_multiscale_reasoning,2,answer,0.91327,0.008995
3,causal_multiscale_reasoning,3,brainstorm,0.889766,0.011909
3,causal_multiscale_reasoning,3,graph,0.771513,0.011909
3,causal_multiscale_reasoning,3,patterns,0.796871,0.011909
3,causal_multiscale_reasoning,3,synthesis,0.837525,0.011909
3,causal_multiscale_reasoning,3,answer,0.913612,0.011909
3,causal_multiscale_reasoning,4,brainstorm,0.890092,0.015993
3,causal_multiscale_reasoning,4,graph,0.771708,0.015993
3,causal_multiscale_reasoning,4,patterns,0.796985,0.015993
3,causal_multiscale_reasoning,4,synthesis,0.838001,0.015993
3,causal_multiscale_reasoning,4,answer,0.914089,0.015993
3,causal_multiscale_reasoning,5,brainstorm,0.889812,0.01249
3,causal_multiscale_reasoning,5,graph,0.771541,0.01249
3,causal_multiscale_reasoning,5,patterns,0.796887,0.01249
3,causal_multiscale_reasoning,5,synthesis,0.837593,0.01249
3,causal_multiscale_reasoning,5,answer,0.91368,0.01249
3,causal_multiscale_reasoning,6,brainstorm,0.88966,0.010583
3,causal_multiscale_reasoning,6,graph,0.771449,0.010583
3,causal_multiscale_reasoning,6,patterns,0.796833,0.010583
3,causal_multiscale_reasoning,6,synthesis,0.83737,0.010583
3,causal_multiscale_reasoning,6,answer,0.913457,0.010583
3,causal_multiscale_reasoning,7,brainstorm,0.89563,0.091114
3,causal_multiscale_reasoning,7,graph,0.77489,0.091114
3,causal_multiscale_reasoning,7,patterns,0.798669,0.091114
3,causal_multiscale_reasoning,7,synthesis,0.846351,0.091114
3,causal_multiscale_reasoning,7,answer,0.922417,0.091114
3,causal_multiscale_reasoning,8,brainstorm,0.894962,0.081375
3,causal_multiscale_reasoning,8,graph,0.774522,0.081375
3,causal_multiscale_reasoning,8,patterns,0.798497,0.081375
3,causal_multiscale_reasoning,8,synthesis,0.845313,0.081375
3,causal_multiscale_reasoning,8,answer,0.921386,0.081375
3,causal_multiscale_reasoning,9,brainstorm,0.894742,0.078229
3,causal_multiscale_reasoning,9,graph,0.7744,0.078229
3,causal_multiscale_reasoning,9,patterns,0.798439,0.078229
3,causal_multiscale_reasoning,9,synthesis,0.844975,0.078229
3,causal_multiscale_reasoning,9,answer,0.92105,0.078229
3,causal_multiscale_reasoning,10,brainstorm,0.894501,0.074793
3,causal_multiscale_reasoning,10,graph,0.774265,0.074793
3,causal_multiscale_reasoning,10,patterns,0.798373,0.074793
3,causal_multiscale_reasoning,10,synthesis,0.844604,0.074793
3,causal_multiscale_reasoning,10,answer,0.920681,0.074793
3,causal_multiscale_reasoning,11,brainstorm,0.893984,0.067509
3,causal_multiscale_reasoning,11,graph,0.773974,0.067509
3,causal_multiscale_reasoning,11,patterns,0.798229,0.067509
3,causal_multiscale_reasoning,11,synthesis,0.843812,0.067509
3,causal_multiscale_reasoning,11,answer,0.919893,0.067509
3,causal_multiscale_reasoning,12,brainstorm,0.893731,0.063986
3,causal_multiscale_reasoning,12,graph,0.773831,0.063986
3,causal_multiscale_reasoning,12,patterns,0.798156,0.063986
3,causal_multiscale_reasoning,12,synthesis,0.843426,0.063986
3,causal_multiscale_reasoning,12,answer,0.919509,0.063986
3,causal_multiscale_reasoning,13,brainstorm,0.893073,0.054947
3,causal_multiscale_reasoning,13,graph,0.773455,0.054947
3,causal_multiscale_reasoning,13,patterns,0.797961,0.054947
3,causal_multiscale_reasoning,13,synthesis,0.842429,0.054947
3,causal_multiscale_reasoning,13,answer,0.918515,0.054947
3,causal_multiscale_reasoning,14,brainstorm,0.892825,0.051587
3,causal_multiscale_reasoning,14,graph,0.773313,0.051587
3,causal_multiscale_reasoning,14,patterns,0.797886,0.051587
3,causal_multiscale_reasoning,14,synthesis,0.842055,0.051587
3,causal_multiscale_reasoning,14,answer,0.918143,0.051587
3,causal_multiscale_reasoning,15,brainstorm,0.892522,0.047514
3,causal_multiscale_reasoning,15,graph,0.773138,0.047514
3,causal_multiscale_reasoning,15,patterns,0.797792,0.047514
3,causal_multiscale_reasoning,15,synthesis,0.8416,0.047514
3,causal_multiscale_reasoning,15,answer,0.917688,0.047514
3,causal_multiscale_reasoning,16,brainstorm,0.892291,0.04443
3,causal_multiscale_reasoning,16,graph,0.773004,0.04443
3,causal_multiscale_reasoning,16,patterns,0.797719,0.04443
3,causal_multiscale_reasoning,16,synthesis,0.841254,0.04443
3,causal_multiscale_reasoning,16,answer,0.917343,0.04443
3,causal_multiscale_reasoning,17,brainstorm,0.890544,0.021711
3,causal_multiscale_reasoning,17,graph,0.771978,0.021711
3,causal_multiscale_reasoning,17,patterns,0.797142,0.021711
3,causal_multiscale_reasoning,17,synthesis,0.838664,0.021711
3,causal_multiscale_reasoning,17,answer,0.914753,0.021711
3,causal_multiscale_reasoning,18,brainstorm,0.891088,0.028681
3,causal_multiscale_reasoning,18,graph,0.7723,0.028681
3,causal_multiscale_reasoning,18,patterns,0.797327,0.028681
3,causal_multiscale_reasoning,18,synthesis,0.839466,0.028681
3,causal_multiscale_reasoning,18,answer,0.915556,0.028681
3,causal_multiscale_reasoning,19,brainstorm,0.890949,0.026896
3,causal_multiscale_reasoning,19,graph,0.772218,0.026896
3,causal_multiscale_reasoning,19,patterns,0.797281,0.026896
3,causal_multiscale_reasoning,19,synthesis,0.839261,0.026896
3,causal_multiscale_reasoning,19,answer,0.915351,0.026896
3,causal_multiscale_reasoning,20,brainstorm,0.892283,0.04433
3,causal_multiscale_reasoning,20,graph,0.773,0.04433
3,causal_multiscale_reasoning,20,patterns,0.797717,0.04433
3,causal_multiscale_reasoning,20,synthesis,0.841242,0.04433
3,causal_multiscale_reasoning,20,answer,0.917332,0.04433
3,causal_multiscale_reasoning,21,brainstorm,0.891818,0.038178
3,causal_multiscale_reasoning,21,graph,0.772728,0.038178
3,causal_multiscale_reasoning,21,patterns,0.797568,0.038178
3,causal_multiscale_reasoning,21,synthesis,0.840548,0.038178
3,causal_multiscale_reasoning,21,answer,0.916638,0.038178
3,causal_multiscale_reasoning,22,brainstorm,0.89197,0.040185
3,causal_multiscale_reasoning,22,graph,0.772817,0.040185
3,causal_multiscale_reasoning,22,patterns,0.797617,0.040185
